title,location,summary_review,review_score,movie_score,genre
The Shining,Brazil,( another ) kubrick masterpiece ,10,8.4,Drama
The Shining,UNKNOWN,all work and no play make jack a dull boy ,10,8.4,Drama
The Shining,Livermore,nicholson and duvall be superb in a true classic ,10,8.4,Drama
The Shining,United States,the shin ,10,8.4,Drama
The Shining,United States,' shin ' on ,10,8.4,Drama
The Shining,United States,kick the book 's as ,10,8.4,Drama
The Shining,United States,scary film i ever saw i have to pause twice cause it be so scary ,10,8.4,Drama
The Shining,"Jersey, C.I.",captivating stuff ,10,8.4,Drama
The Shining,UNKNOWN,one of the best horror movie ever   make with exceptional performance by jack nicholson and stunningly direct by stanley kubrick ,8,8.4,Drama
The Shining,"Sunderland, MA",can not believe i do not like it ,8.4,8.4,Drama
The Shining,United States,probably one of the best movie of all time ,10,8.4,Drama
The Shining,Malta,wendy i be home ,10,8.4,Drama
The Shining,United Kingdom,horror genre the shining ,10,8.4,Drama
The Shining,Italy,5 % king 100 % kubrick : a bona fide horror classic ,10,8.4,Drama
The Shining,United States,great movie ever ,10,8.4,Drama
The Shining,UNKNOWN,a masterpiece of modern horror ,10,8.4,Drama
The Shining,"Eugene, OR USA",a um shin example of the horror genre ,10,8.4,Drama
The Shining,United Kingdom,chilling supernatural in a league of it ' own ,10,8.4,Drama
The Shining,Romania,one of the few film that impress beyond my best expectation ,10,8.4,Drama
The Shining,"Somerville, New Jersey, USA",miserable adaptation of a great book ,8.4,8.4,Drama
The Shining,United States at the moment,this movie suck ,1,8.4,Drama
The Shining,Alabama,absolutely worthless ,1,8.4,Drama
The Shining,United States,great book awful casting ,1,8.4,Drama
The Shining,Canada,read the book   may contain spoiler ,1,8.4,Drama
The Shining,United States,""" chilling horror film "" ",7,8.4,Drama
The Shining,United States,the creepiness of stephen king ,7,8.4,Drama
The Shining,United States,a masterpiece ,9,8.4,Drama
The Shining,United States,a round of applause for a 31-year old film  ,8,8.4,Drama
The Shining,UNKNOWN,such a rewarding horror movie ... ,8.4,8.4,Drama
The Shining,Belgium,""" heeeeere 's johnny "" ( and then some ) ",7,8.4,Drama
The Shining,Australia,""" little pig little pig let me come in "" ",9,8.4,Drama
The Shining,Lebanon,original and will stay so ... ,8,8.4,Drama
The Shining,"Edinburgh, Scotland",more an opaque gleam in kubrick 's eye ,7,8.4,Drama
The Shining,Uzbekistan,family man be ya grady ,10,8.4,Drama
The Shining,Canada,all work and no play make jack a dull boy ,8,8.4,Drama
The Shining,"Turkey, Bursa",the cumulative of the most ,10,8.4,Drama
The Shining,"Sydney, Australia",one of jack nicholson 's define performance prove menacing ,8,8.4,Drama
The Shining,India,most spectacular camera work ever ,8,8.4,Drama
The Shining,United States,the shin ,8,8.4,Drama
The Shining,India,' the shining ' redefine the horror genre ,9,8.4,Drama
The Shining,New Zealand,have not see this movie what be wrong with you ,10,8.4,Drama
The Shining,Scotland,crawl under your skin ... and stay there a psychological horror masterpiece ,10,8.4,Drama
The Shining,United States,i be impressed ,9,8.4,Drama
The Shining,United States,""" the shining "" ",10,8.4,Drama
The Shining,China,electrifying ,10,8.4,Drama
The Shining,United States,great horror movie ,8,8.4,Drama
The Shining,Mexico,the big kubrick with nicholson ( 9.3 ) ,10,8.4,Drama
The Shining,South Africa,a film make good by lack nicholson ,8,8.4,Drama
The Shining,United States,deeply terrify ,9,8.4,Drama
The Shining,China Wuhan,why so scary ,10,8.4,Drama
The Shining,United Kingdom,my first kubrick ,10,8.4,Drama
The Shining,United States,this be how a horror movie should be do ,10,8.4,Drama
The Shining,United States,disturb as king yet with kubrick flair ,9,8.4,Drama
The Shining,"Rawalpindi, Pakistan",kubrick 's mastery of move image ,8,8.4,Drama
The Shining,"San Antonio, TX",great kubrick horror film ,10,8.4,Drama
The Shining,United Kingdom,jack nicholson stanley kubrick and stephen king what a team what a film ,9,8.4,Drama
The Shining,Sweden,""" i 'm not gonna hurt ya i be just gonna bash your brain in bash them right the !@& in "" ... ",10,8.4,Drama
The Shining,United Kingdom,a classic horror no dodgy american school kid to ruin anything ,10,8.4,Drama
The Shining,United Kingdom,stanley kurbricks fine moment ,10,8.4,Drama
The Shining,United States,lose in translation ,7,8.4,Drama
The Shining,Australia,i do not understand ,8,8.4,Drama
The Shining,France,a must see ~ ,10,8.4,Drama
The Shining,United States,how the shining shin ,10,8.4,Drama
The Shining,United States,my review ,10,8.4,Drama
The Shining,United Kingdom,stun ,9,8.4,Drama
The Shining,Canada,the shining be a creepy zany and overall great horror film from the 80 's ,9,8.4,Drama
The Shining,United States,kubrick take his vision of the horror genre and make it unforgettably his own ,8.4,8.4,Drama
The Shining,United States,pure brilliance ,10,8.4,Drama
The Shining,"Dundee, Scotland",terrifying brilliant stunningly well - make astonishingly creepy classic horror film ,9,8.4,Drama
The Shining,Hungary,stanley also make typical movie ,8.4,8.4,Drama
The Shining,United Kingdom,the shin ,8.4,8.4,Drama
The Shining,United States,very creepy ,8,8.4,Drama
The Shining,Malta,too much work and no play make jack a dull boy ,10,8.4,Drama
The Shining,The Black Lagoon,stanley kubrick plus stephen king plus jack nicholson=!@@## $ ,8,8.4,Drama
The Shining,Australia,definitely a classic no dispute ,9,8.4,Drama
The Shining,United Kingdom,a pioneer in the horror movie which have achieve the ability to scare with a perfect balance of gore and anticipation ,10,8.4,Drama
The Shining,United Kingdom,jack be super in this ,9,8.4,Drama
The Shining,Austria,the shin ,10,8.4,Drama
The Shining,United States,an interesting review of the shining by bill blakemore.(link ) ,10,8.4,Drama
The Shining,United States,great horror film maybe the best ,9,8.4,Drama
The Shining,United States,excellent movie ,9,8.4,Drama
The Shining,"Petersburg, Vasaria",excellent film ... great for watch during halloween or any day for that matter ... ,10,8.4,Drama
The Shining,"Porto Alegre, Brazil",i do not watch movie to get scared anyway ,8,8.4,Drama
The Shining,United States,creepy part of movie ,9,8.4,Drama
The Shining,United States,possibly one of the most terrifying rise action ever put to film ,9,8.4,Drama
The Shining,Cyprus,spoiler ahead ,8.4,8.4,Drama
The Shining,United States,one of the greates horror movie of all time ,10,8.4,Drama
The Shining,United States,awesome movie ,8,8.4,Drama
The Shining,Canada,genuine fright - fest ,9,8.4,Drama
The Shining,United States,kubric 's the shining ,7,8.4,Drama
The Shining,United States,scar the * hit out of me ,9,8.4,Drama
The Shining,"Birmingham, U.K.",""" see it ' ok he saw it on the television "" ",9,8.4,Drama
The Shining,Portugal,scary indeed ,8,8.4,Drama
The Shining,"New York, NY",now without doubt a classic ,8.4,8.4,Drama
The Shining,UNKNOWN,stanley kubrick 's the shining ,8.4,8.4,Drama
The Shining,Long Island,"great movie ... i think not,a magnum opus yes a masterpiece yes ",10,8.4,Drama
The Shining,"brooklyn, new york",the scary movie i have ever see ,10,8.4,Drama
The Shining,FLA,see the original ,10,8.4,Drama
The Shining,United States,""" here ' johnny "" ",8.4,8.4,Drama
The Shining,"Bangkok, Thailand",masterpiece ,8.4,8.4,Drama
The Shining,"PA, USA",the movie that define the horror genre ,10,8.4,Drama
The Shining,Australia,absolutely terrify ,10,8.4,Drama
The Shining,"San Diego, CA",how'd you like some ice cream doc ,8.4,8.4,Drama
The Shining,"Dallas, TX",not the first use of synthesizer ,8.4,8.4,Drama
The Shining,New York,"this movie be a technical breakthrough ... a "" cinematic masterpiece "" ",8.4,8.4,Drama
The Shining,"Timisoara, Romania",care to shine ,8,8.4,Drama
The Shining,UNKNOWN,a classic ... ,8.4,8.4,Drama
The Shining,"Tampa, FL",one of the great horror movie ever make ,9,8.4,Drama
The Shining,United States,* * * * out of * * * * ,8,8.4,Drama
The Shining,"Georgia, USA",a well - craft psychological tale of slow derangement ,9,8.4,Drama
The Shining,"San Francisco, CA",strange in a stranger land ,8.4,8.4,Drama
The Shining,"london, ont.",red rum red rum geez that'll never leave me ,8.4,8.4,Drama
The Shining,"BC, Canada",the scary movie ever make ,8.4,8.4,Drama
The Shining,"Antwerp, Belgium",better or bad than ... ,8.4,8.4,Drama
The Shining,IL.,scary ,8.4,8.4,Drama
The Shining,toronto,magnificently intense ,8,8.4,Drama
The Shining,"Buenos Aires, Argentina",kubrick 's great horror movie of all time must see ,8.4,8.4,Drama
The Shining,"Michigan, USA",the # 3 definitive horror film ( spoiler ) ,10,8.4,Drama
The Shining,UNKNOWN,aw shut up already ,8.4,8.4,Drama
The Shining,"college station, TX",absolute masterpiece and one of the great horror movie of all time ,10,8.4,Drama
The Shining,"Des Plaines, Ill, USA",be the house haunt or not ,8.4,8.4,Drama
The Shining,"Charlton, Massachusetts",classic horror film ,10,8.4,Drama
The Shining,"Belleville, NJ",still terrify after all these year ,10,8.4,Drama
The Shining,"Caracas, Venezuela",a very very long analyse of the film from a person whose still learn english ,10,8.4,Drama
The Shining,"Hyderabad, India",the most horrifying horror movie of them all .. ,9,8.4,Drama
The Shining,SC,scary movie ever ,8.4,8.4,Drama
The Shining,"Sydney, australia",what more could anyone ask for at 3 am ,10,8.4,Drama
The Shining,london,probably the best make film to scare me ,8.4,8.4,Drama
The Shining,"Centerville, OH",shocking disturb unforgettable ,9,8.4,Drama
The Shining,australia,in some aspect this film be a classic ,8.4,8.4,Drama
The Shining,"manila, philippines",one hell of a movie ,9,8.4,Drama
The Shining,"Arlington, Texas",a masterpiece ,8.4,8.4,Drama
The Shining,Canada,a masterpiece of horror ,9,8.4,Drama
The Shining,"Toms River, NJ",the shining- best horror ever .... ,8.4,8.4,Drama
The Shining,"logan, west virginia",another surprise ,10,8.4,Drama
The Shining,SWEDEN,how can a movie be so boring be so great ,9,8.4,Drama
The Shining,UNKNOWN,a horrific masterpiece ,9,8.4,Drama
The Shining,San Diego,redrum ,9,8.4,Drama
The Shining,Connecticut,""" heeeeeeeere 's johnny "" ",8.4,8.4,Drama
The Shining,"NYC, NY",incredible ,9,8.4,Drama
The Shining,UNKNOWN,horrifying but the book be a lot better ,8,8.4,Drama
The Shining,Virginia,once misunderstand ... now a classic ,8.4,8.4,Drama
The Shining,"Spokane, WA",a kubrick chiller ,8,8.4,Drama
The Shining,United States,vintage king ,10,8.4,Drama
The Shining,United States,excellent ,8.4,8.4,Drama
The Shining,UNKNOWN,a good and unforgettable horror movie very original and scary ,8.4,8.4,Drama
The Shining,California,the scary film ever make ,9,8.4,Drama
The Shining,"Tampa, Florida",kubrick be a genius ,8.4,8.4,Drama
The Shining,"London, England",""" go check it out "" ",8.4,8.4,Drama
The Shining,UNKNOWN,you have always be here .... ,9,8.4,Drama
The Shining,"ca, usa","robjo,get a clue ",8.4,8.4,Drama
The Shining,"New Orleans, Louisiana",another kubrick pic ,8.4,8.4,Drama
The Shining,USA,tv - series/movie ,8,8.4,Drama
The Shining,"Robertsdale, Alabama",isolate with evil ,10,8.4,Drama
The Shining,"Gresham, Oregon",""" i say i be not gonna hurt ya i be just gonna bash your brain in i be gonna bash em ' right the f * * * in ",8.4,8.4,Drama
The Shining,"Nivå, Denmark",one of the best horror - movie make ,8.4,8.4,Drama
The Shining,UK,just so good ,8.4,8.4,Drama
The Shining,"California, US",a superb film ,9,8.4,Drama
The Shining,West Virginia,nothing like the book ,8.4,8.4,Drama
The Shining,UNKNOWN,great horror great kubrick ,8.4,8.4,Drama
The Shining,sweden,""" here ́ johnny "" ",8,8.4,Drama
The Shining,"Dis, NY",one of the few genuine horror film ,8.4,8.4,Drama
The Shining,"Uphall, Edinburgh",great horror movie ,9,8.4,Drama
The Shining,"Evansville, Indiana USA",excellent portrayal of descent into madness by nicholson in this kubrick direct scary film ... ,7,8.4,Drama
The Shining,"Nixon, Texas USA",give it another chance ,8.4,8.4,Drama
The Shining,NC,rocky mountain high ,8.4,8.4,Drama
The Shining,"sandwich, massachusetts",a masterpiece in horror ,8.4,8.4,Drama
The Shining,USA,its kubrick ... ,8,8.4,Drama
The Shining,United States,so what if it ' not like the novel ... ,8.4,8.4,Drama
The Shining,"San Francisco, California",a great scary influential movie ,8.4,8.4,Drama
The Shining,UNKNOWN,turn an okay stephen king book into a horrifying masterpiece ,8.4,8.4,Drama
The Shining,"Wisconsin Rapids, Wisconsin",another triumph in modern day horror movie ,8.4,8.4,Drama
The Shining,New Hampshire,not kubrick 's best two and a half hour ... ,8.4,8.4,Drama
The Shining,"New Jersey, USA",kubrick at his bessst ,8.4,8.4,Drama
The Shining,"Oakwood, Virginia USA",a masterpiece a film of complex character discovery and probably the most known film of jack nicholson ,9,8.4,Drama
The Shining,UNKNOWN,""" the shining "" as a form of hypnosis ",8.4,8.4,Drama
The Shining,"Nottingham, England",a mostly negative review ,7,8.4,Drama
The Shining,Desolate Plains of MT,i do the wrong thing i read the book before i saw the movie ,7,8.4,Drama
The Shining,USA,well - make horror film with a scenic touch ,8,8.4,Drama
The Shining,Ny,no need for the tv - series ,9,8.4,Drama
The Shining,Boston,the shin ,8.4,8.4,Drama
The Shining,"Massachusetts, USA",i shine you ,8.4,8.4,Drama
The Shining,"Frankln, MA, U.S.A",shin the ( 1980 ) ,8.4,8.4,Drama
The Shining,"Franklin, MA",enjoy ... ,8.4,8.4,Drama
The Shining,"Franklin, MA 020389111",this movie be so scary ,8.4,8.4,Drama
The Shining,"MA, USA","delicate horror "" the shin "" ",8.4,8.4,Drama
The Shining,Franklin. MA,who be stanley kubrick ,8.4,8.4,Drama
The Shining,"Franklin, MA",it will give you the thrill of your life ,8.4,8.4,Drama
The Shining,UNKNOWN,the shining be a very good movie ,8.4,8.4,Drama
The Shining,UNKNOWN,the greatest movie ever make ,8.4,8.4,Drama
The Shining,UNKNOWN,alcohol or the paranormal ,8.4,8.4,Drama
The Shining,"Mid-Atlantic, USA",the most artistic horror film ever make ,8.4,8.4,Drama
The Shining,Duncan OK,stanley try another genre with a successful outcome ,9,8.4,Drama
The Shining,"Doncaster, England",chill ,9,8.4,Drama
The Shining,New Zealand,an awesome horror classic ,8.4,8.4,Drama
The Shining,"santiago, chile",a well do movie and freezing ,8,8.4,Drama
The Shining,"Birmingham, England",the shining be not quite so bright after all ,8,8.4,Drama
The Shining,sacramento,it give me the chill ,8.4,8.4,Drama
The Shining,london uk,the scary movie ever make ,8.4,8.4,Drama
The Shining,"New York, New York",kubrick 's adaptation of king 's masterpiece take viewer on a journey into the mouth of madness ,8.4,8.4,Drama
The Shining,Finland,spooky great difficult film ,8.4,8.4,Drama
The Shining,WI.,1 of the scary movie ever ,8.4,8.4,Drama
The Shining,United Kingdom,both a brilliant and frustrating film ,8,8.4,Drama
The Shining,USA,one of the great horror film ,8.4,8.4,Drama
The Shining,"Chicago, Illinois",jack torrence vs. the overlook ; stanley kubrick vs. stephen king ,8.4,8.4,Drama
The Shining,"Bay Area, California",be seduce by the shining ,8.4,8.4,Drama
The Shining,"Nijmegen, The netherlands",lack of coherency ,8.4,8.4,Drama
The Shining,United States,ummm ... ,8.4,8.4,Drama
The Shining,"Froland, Norway",a scary masterpiece ,8.4,8.4,Drama
The Shining,Poland,great adaptation of stephen king ... ,8.4,8.4,Drama
The Shining,Stock-on-Tees,classic horror ,9,8.4,Drama
The Shining,"San Diego, CA, USA","kubrick 's kafkaesque style of writing make "" the shining "" a perfect horror film ",9,8.4,Drama
The Shining,"Baltimore, Maryland",the art of film - making not stephen king be kubrick 's true inspiration .. ,9,8.4,Drama
The Shining,"Louisville, Georgia",it scar me to death ,8.4,8.4,Drama
The Shining,"wild garden, Indonesia",disturb ,8.4,8.4,Drama
The Shining,Sweden,another classic movie from kubrick ,9,8.4,Drama
The Shining,New Zealand,memorable quote in a memorable movie ,8,8.4,Drama
The Shining,Sweden E-mail: fredro_link_86@hotmail.com),another classic movie from kubrick ,8.4,8.4,Drama
The Shining,"Edmonton, AB, Canada",this film have flaw but that  not the point ... ( possible spoiler ) ,8.4,8.4,Drama
The Shining,"Baltimore, Maryland",kubrick be the man ,9,8.4,Drama
The Shining,Washington,a true masterpiece ,8,8.4,Drama
The Shining,"Sweden, eskilstuna",almost the best horror movie ever ,8.4,8.4,Drama
The Shining,"NYC, USA",have be creep me out for 20 year ,8.4,8.4,Drama
The Shining,"Aberystwyth, Wales, UK",the music be ' the shining ' ,9,8.4,Drama
The Shining,US,to my recollection i be never so scared after watch a movie than i be after watch the shining ,8,8.4,Drama
The Shining,"Irmo, SC",bizarre and frightening horror ,8,8.4,Drama
The Shining,"near Seattle, WA, USA",one of the few horror movie i have like ,8,8.4,Drama
The Shining,"Aberystwyth, Wales, UK",kubrick be dishonest about the music score .. .... ,9,8.4,Drama
The Shining,"Coventry, England",relentlessly scary ... ,8.4,8.4,Drama
The Shining,"Leek, England",heeeeeeres stanley ,8.4,8.4,Drama
The Shining,NYC,masterpiece ,8.4,8.4,Drama
The Shining,USA,overrated and a bore ,8.4,8.4,Drama
The Shining,"winnipeg, manitoba",classic ,8.4,8.4,Drama
The Shining,"Aarau, Switzerland",artistic horror - worth see ,8.4,8.4,Drama
The Shining,"Belo Horizonte, Brazil",disturb and impress ,9,8.4,Drama
The Shining,Los Angeles,creepiest movie i have see ... more than meet the eye ,8,8.4,Drama
The Shining,UNKNOWN,what be i miss ,8.4,8.4,Drama
The Shining,"Lelystad, The Netherlands",this be a movie that ' pretty scary ,9,8.4,Drama
The Shining,Toronto,kubrick make a masterpiece ... again ,10,8.4,Drama
The Shining,UNKNOWN,okay ... if it be not the shin ,8.4,8.4,Drama
The Shining,"Tacoma, Washington",lack the original character concept but still great ,8.4,8.4,Drama
The Shining,NJ,a very good horror movie but that be not a good adaption of the book ,8.4,8.4,Drama
The Shining,"Miami Beach, FL",a masterpiece ,8.4,8.4,Drama
The Shining,"Cape Town, South Africa",brilliant portrayal by jack nicholson ,8,8.4,Drama
The Shining,Germany,another kubrick masterpiece really redrumish ,10,8.4,Drama
The Shining,"Philadelphia, U.S.A.",the scary movie ever make ... ,10,8.4,Drama
The Shining,"Houston, TX",among the best horror film ever make ,10,8.4,Drama
The Shining,"Syracuse, NY",trap in a maze for twenty year ,10,8.4,Drama
The Shining,"amsterdam, netherlands",the best horror film of all time ,9,8.4,Drama
The Shining,Conn.,very scary movie ,8.4,8.4,Drama
The Shining,"the overlook hotel, room #237",simply a great film not just a horror flick ,8.4,8.4,Drama
The Shining,"DE, USA",a masterpiece about the de - humanization of man ,8.4,8.4,Drama
The Shining,United Kingdom,the best horror film ever make ,8.4,8.4,Drama
The Shining,"Galway, Ireland",a disturbing brilliant look at the madness inside a man 's mind ,10,8.4,Drama
The Shining,"Glouster, Ohio",diamond in the rough ,8.4,8.4,Drama
The Shining,Istanbul,corridor of blood and artistic creativity ... ,10,8.4,Drama
The Shining,Seattle Washington,try watch this movie at the place that they film it at ,8.4,8.4,Drama
The Shining,"anaheim, ca",spooky ghost story ,8.4,8.4,Drama
The Shining,Los Angeles,an interesting comparision to the book ,8.4,8.4,Drama
The Shining,Connecticut,kubrick do it again ,9,8.4,Drama
The Shining,UNKNOWN,too bad kubrick do not do more horror ,9,8.4,Drama
The Shining,"Newfoundland, Canada (hey no newfie jokes)",by far the great movie of our time ,10,8.4,Drama
The Shining,"Connecticut, USA",the only movie that genuinely scar me ,8.4,8.4,Drama
The Shining,"Chilliwack, BC, Canada",i fall in love with it ,8.4,8.4,Drama
The Shining,The burgh,awesome film ,10,8.4,Drama
The Shining,Upper Peninsula of Michigan,one of the reason why kubrick be one of the great filmmaker ever ... ,8.4,8.4,Drama
The Shining,California,the best horror film ever make ,8.4,8.4,Drama
The Shining,UNKNOWN,way to go stanley kubrick ,8.4,8.4,Drama
The Shining,"Bathurst, New Brunswick",wild fun ,8.4,8.4,Drama
The Shining,USA,soooooooooooooooo overrate ,8.4,8.4,Drama
The Shining,"Tucson, US",a benchmark in horror ,10,8.4,Drama
The Shining,US,one of my top 10 ,8.4,8.4,Drama
The Shining,"Olivia, MN",masterpiece ,8.4,8.4,Drama
The Shining,UNKNOWN,a horror classic ,10,8.4,Drama
The Shining,UNKNOWN,kubrick ' a genius ,8,8.4,Drama
The Shining,Netherlands,the master ,10,8.4,Drama
The Shining,Los Angeles,horror spring eternal ,8.4,8.4,Drama
The Shining,"Sterling Heights, Michigan",stanley kubrick have proclaim himself as not only the master of film but the master of horror ,8.4,8.4,Drama
The Shining,"Madison, WI",good though inconsistent ,8.4,8.4,Drama
The Shining,"Chicago, IL",the scariest movie ever make ,8.4,8.4,Drama
The Shining,"Recife, Brazil",a shin movie ,8.4,8.4,Drama
The Shining,"Austin, Texas",the movie as compare to the book ,9,8.4,Drama
The Shining,"DP, Texas",i completely understand jack torrance ' anger ,9,8.4,Drama
The Shining,USA,kubrick be not talk about what he be talk about ,8.4,8.4,Drama
The Shining,The Projection Booth,a horror masterpiece ... ,8.4,8.4,Drama
The Shining,"Bavaria, South Germany",one of the most scary film i have ever see ,8.4,8.4,Drama
The Shining,"Los Angeles, CA",kubrick the master filmmaker fall just short of a classic ,8,8.4,Drama
The Shining,North Idaho,the movie be great   the book be better ,8.4,8.4,Drama
The Shining,"Kouvola, Finland",the best horror movie ever make ,8.4,8.4,Drama
The Shining,UNKNOWN,top 3 best horror movie ,10,8.4,Drama
The Shining,"San Jose, CA",kubrick 's vision of king 's classic novel ,8.4,8.4,Drama
The Shining,UNKNOWN,i guess people do not really get this film ,8.4,8.4,Drama
The Shining,Pennsylvania,kubrick at his best ,9,8.4,Drama
The Shining,USA,the most horrifying movie of all time ,10,8.4,Drama
The Shining,"Westchester, NY",love the shining ,8.4,8.4,Drama
The Shining,"Laval, Canada",the best horror movie ever make ,10,8.4,Drama
The Shining,UNKNOWN,suspense be the name of the game ,8.4,8.4,Drama
The Shining,"Fort Worth, Texas",just a single point ... ,8.4,8.4,Drama
The Shining,"Cherry Hill, NJ",it ' the good kind of scary ,10,8.4,Drama
The Shining,UNKNOWN,a movie in a class by itself a great horror film ... but so much more ,10,8.4,Drama
The Shining,"Washington, USA",one of the best ,8.4,8.4,Drama
The Shining,UNKNOWN,one of the best ,8.4,8.4,Drama
The Shining,MS,the best possible selection of a pre - exist musical score ,8.4,8.4,Drama
The Shining,L.A. CA,creepy as hell ,8.4,8.4,Drama
The Shining,pa,edge of your seat excitement start to finish ,10,8.4,Drama
The Shining,bc canada,oh yes ,10,8.4,Drama
The Shining,"London, Ontario, Canada",flaw but brilliant ,9,8.4,Drama
The Shining,HERE,not as good as hype ,10,8.4,Drama
The Shining,GREENPOINT'S FINEST,a classic of bloodshed ,8.4,8.4,Drama
The Shining,UNKNOWN,like it or not this be a classic ,8.4,8.4,Drama
The Shining,"Detroit, Michigan",nightmarish psychological thriller ,10,8.4,Drama
The Shining,south carolina,the best film - adapt stephen king story and a classic horror film ,10,8.4,Drama
The Shining,Australia,cult movie 7 ,7,8.4,Drama
The Shining,The Overlook Hotel,this movie be awesome ,10,8.4,Drama
The Shining,San Diego,review ,10,8.4,Drama
The Shining,Sweden,a cinematic milestone ,10,8.4,Drama
The Shining,Canada,the ultimate horror - thriller ... ,8.4,8.4,Drama
The Shining,"Naples, Florida",masterpiece of modern horror ,10,8.4,Drama
The Shining,Belfast,the dark side of human nature ,8.4,8.4,Drama
The Shining,"Grosse Pointe, USA",a fascinating movie about a man 's descent into complete madness ,10,8.4,Drama
The Shining,"Owen Sound, Ontario",much - malign but still a great horror film ,10,8.4,Drama
The Shining,UNKNOWN,"brilliant masterpiece - "" here the shining "" ",8.4,8.4,Drama
The Shining,Denmark,masterfull suspense ,8,8.4,Drama
The Shining,UNKNOWN,kubrick be disloyal to the book and it show ,2,8.4,Drama
The Shining,UNKNOWN,waste of time ,1,8.4,Drama
The Shining,athens,a true cult movie ,9,8.4,Drama
The Shining,UNKNOWN,wonderful movie ,10,8.4,Drama
The Shining,United Kingdom,a top rate chiller ,9,8.4,Drama
The Shining,UNKNOWN,very suspenseful ,9,8.4,Drama
The Shining,Serbia,heeeere 's johnny ,9,8.4,Drama
The Shining,UNKNOWN,overrate but still good ,7,8.4,Drama
The Shining,United States,profound ,8,8.4,Drama
The Shining,Denmark,i wish we could stay here forever ... and ever ... and ever ... ,8,8.4,Drama
The Shining,"Ghent, Belgium",where ' johnny ,9,8.4,Drama
The Shining,United States,a stunning example of atmosphere horror and filmmaking ,10,8.4,Drama
The Shining,Romania,mark of kubrick ,8.4,8.4,Drama
The Shining,UNKNOWN,all work and no play make stanley a dull boy ,6,8.4,Drama
The Shining,Japan,the best madness ,8,8.4,Drama
The Shining,Japan,interesting point ,9,8.4,Drama
The Shining,United States,intense and intriguing psychological horror film ,8,8.4,Drama
The Shining,United States,perfect leave aside some genre confusion ,10,8.4,Drama
The Shining,UNKNOWN,welcome to the overlook hotel you can check out anytime you like but you can never leave ,8.4,8.4,Drama
The Shining,Barry's bay Ontario Canada,do not watch this alone ,9,8.4,Drama
The Shining,San Diego,very scary for its time ,8.4,8.4,Drama
The Shining,United States,one of the big must - see horror film for all fan of horror movie ,10,8.4,Drama
The Shining,United Kingdom,where a hedge maze become a hall of mirror ,8.4,8.4,Drama
The Shining,Plymouth UK,madness within ,9,8.4,Drama
The Shining,Netherlands,iconic horror film one of the all - time great ,10,8.4,Drama
The Shining,California,cabin fever in its advanced stage ,8,8.4,Drama
The Shining,United States,best king adaption ever ,10,8.4,Drama
The Shining,"San Antonio, Texas",stanley kubrick great job ,8,8.4,Drama
The Shining,United States,haunted house on the hill or she came in through the bathroom mirror ,8,8.4,Drama
The Shining,United Kingdom,a good crazy film ,7,8.4,Drama
The Shining,United Kingdom,all work and no play make jack a dull boy ,7,8.4,Drama
The Shining,"Kavala, Northern Greece",a movie that will always stay in my mind ,10,8.4,Drama
The Shining,United States,the best horror movie ever ,9,8.4,Drama
The Shining,Canada,best steven king movie by far ,7,8.4,Drama
The Shining,UNKNOWN,just a review : the shin ,9,8.4,Drama
The Shining,"Joinville, Brazil",forget about your boyfriend and meet me at a hotel room ,7,8.4,Drama
The Shining,Australia,a well deserve classic ,10,8.4,Drama
The Shining,United States,atmospheric but overrated thriller ,7,8.4,Drama
The Shining,Greece,a shameless assault on the sens ,9,8.4,Drama
The Shining,Stockport,one of the best horror ,9,8.4,Drama
The Shining,London,european v american version breakdown ,10,8.4,Drama
The Shining,Canada,still shin thirty year later- and forever and ever ... ,9,8.4,Drama
The Shining,Edinburgh.,do not dare overlook this classic horror ,10,8.4,Drama
The Shining,South Carolina,best horror flick even after almost 30 year ,9,8.4,Drama
The Shining,Australia,look for the ultimate in cinematic horror why not have a stay at kubrick 's haunt hotel ,10,8.4,Drama
The Shining,"Petersburg, Virginia","an excellent psychological horror drama and one of jack 's most memorable and iconic roles(""heeeere 's johnny "" ) ",10,8.4,Drama
The Shining,United States,a rare occurrence : better than the book ,10,8.4,Drama
The Shining,Albuquerque New Mexico,a masterpiece of the macabre ,8.4,8.4,Drama
The Shining,United Kingdom,my view on this title ,10,8.4,Drama
The Shining,United States,passable ,7,8.4,Drama
The Shining,"Boston, MA",the mood of menace ,9,8.4,Drama
The Shining,United Kingdom,the greates horror movie ever ,10,8.4,Drama
The Shining,Canada,just watch it ,10,8.4,Drama
The Shining,Sweden,i be scar from the start to the end ,10,8.4,Drama
The Shining,United States,haunt ,10,8.4,Drama
The Shining,United States,not to be overlook but .... ,7,8.4,Drama
The Shining,United Kingdom,excellent movie and book ,10,8.4,Drama
The Shining,"Gothenburg, Sweden",probably the scary movie ever make ,8,8.4,Drama
The Shining,United States,jack at his best ,10,8.4,Drama
The Shining,United States,i would give my god - damned soul for just a glass of beer ,8,8.4,Drama
The Shining,United States,one of the best horror movie ever ,10,8.4,Drama
The Shining,United Kingdom,kubrick 's cold frightening masterpiece of sustained psychological terrorisation pure art of terror ,10,8.4,Drama
The Shining,"buffalo, ny, usa",a momentary loss of muscular coordination  the shin ,10,8.4,Drama
The Shining,Turkey,shin shin ... ,8,8.4,Drama
The Shining,"New Jersey, United States",great movie typical kubrick ,9,8.4,Drama
The Shining,United Kingdom,scary ,10,8.4,Drama
